code_insee;prixm2;annee
78048;2534;2018
91145;2273;2018
78264;617;2018
28073;1888;2018
78307;2558;2018
78077;2871;2018
78171;2589;2018
78096;3000;2018
78263;2934;2018
91129;2667;2018
91198;2570;2018
91175;3103;2018
79273;1299;2018
91100;2436;2018
91081;2647;2018
91412;4998;2018
91547;2172;2018
91408;3001;2018
28169;2003;2018
91654;2326;2018
91226;3296;2018
91099;2671;2018
71510;1099;2018
71408;625;2018
3006;955;2018
91223;2320;2018
91130;2182;2018
91556;1871;2018
91247;2194;2018
91038;2394;2018
91232;2578;2018
91098;2286;2018
91080;2629;2018
91671;2658;2018
91293;2215;2018
91639;2320;2018
79086;1238;2018
91109;2576;2018
16010;1164;2018
16320;959;2018
17047;1235;2018
79024;1494;2018
16171;1241;2018
17364;1293;2018
17106;873;2018
16186;889;2018
17145;1158;2018
17076;1149;2018
17175;1166;2018
16316;1095;2018
16057;879;2018
17056;1146;2018
16050;1192;2018
16343;833;2018
17122;;2018
60498;2800;2018
17027;1187;2018
17192;1558;2018
16399;1324;2018
79048;1451;2018
79246;902;2018
60276;1673;2018
86264;1173;2018
79023;1164;2018
79204;935;2018
86147;1199;2018
79128;1327;2018
79283;1111;2018
79177;773;2018
80797;;2018
79126;754;2018
17298;1650;2018
79081;1819;2018
79276;1139;2018
79230;781;2018
17181;1646;2018
86293;1557;2018
79319;1267;2018
86290;1611;2018
79133;1418;2018
79125;1210;2018
79336;938;2018
79189;1145;2018
79042;783;2018
79084;719;2018
79350;;2018
79302;1265;2018
79303;993;2018
79294;1186;2018
79201;951;2018
86080;1382;2018
80391;1519;2018
79270;1016;2018
79241;817;2018
86296;1206;2018
79020;1140;2018
79003;1394;2018
79087;987;2018
79144;544;2018
86052;1066;2018
79312;1272;2018
79129;1568;2018
16158;1073;2018
16045;1151;2018
16184;731;2018
16295;1013;2018
16397;601;2018
16144;1148;2018
17377;950;2018
16300;995;2018
16024;893;2018
16237;868;2018
16081;859;2018
16377;;2018
16108;796;2018
16423;1272;2018
17261;455;2018
16419;500;2018
16206;952;2018
16336;798;2018
16412;1017;2018
16326;439;2018
16107;914;2018
16140;1072;2018
16383;1169;2018
16068;977;2018
16196;786;2018
16069;887;2018
16241;1274;2018
16200;1457;2018
16207;956;2018
16392;831;2018
16401;1149;2018
16221;869;2018
16307;1444;2018
16282;945;2018
17131;1617;2018
16414;1022;2018
16272;1206;2018
16318;1328;2018
17178;303;2018
17183;1707;2018
17438;806;2018
17227;1300;2018
17404;1169;2018
17310;1700;2018
17196;1229;2018
17172;1324;2018
17354;1086;2018
76028;1003;2018
17442;1010;2018
17479;1129;2018
85244;1076;2018
85132;1023;2018
85020;1360;2018
85078;1342;2018
79337;1124;2018
79281;1362;2018
85080;1071;2018
85028;1448;2018
79034;1522;2018
79010;1090;2018
85133;1065;2018
17303;1421;2018
85139;1045;2018
79293;1599;2018
79308;1063;2018
85269;820;2018
17439;1474;2018
79191;1518;2018
79351;1277;2018
79162;1693;2018
85123;921;2018
85148;1239;2018
79284;1134;2018
85303;1087;2018
79117;1396;2018
79243;501;2018
16389;1148;2018
80707;2483;2018
79060;683;2018
79136;1093;2018
16083;711;2018
79074;700;2018
79153;822;2018
80336;;2018
79164;564;2018
16191;614;2018
16321;489;2018
16141;1030;2018
79158;;2018
17285;1480;2018
16378;1216;2018
16059;537;2018
16248;618;2018
86295;1057;2018
80450;1356;2018
86012;1281;2018
79349;927;2018
16087;1053;2018
16127;543;2018
17232;1412;2018
16404;;2018
86242;968;2018
17393;1957;2018
86266;;2018
17336;1779;2018
86231;767;2018
79180;730;2018
17302;1254;2018
16238;;2018
16039;676;2018
17120;1650;2018
86078;956;2018
16335;675;2018
76500;1197;2018
86134;826;2018
17296;1445;2018
16122;461;2018
79212;702;2018
16185;1227;2018
17045;1361;2018
16361;1042;2018
86051;652;2018
79160;846;2018
86054;727;2018
17387;1532;2018
16356;;2018
16098;1147;2018
16381;1296;2018
16042;396;2018
86237;1252;2018
16190;1372;2018
79163;1181;2018
16173;1042;2018
16229;815;2018
86029;1128;2018
16142;1065;2018
16268;1154;2018
16255;941;2018
79095;746;2018
79338;954;2018
17431;1586;2018
16104;1033;2018
17139;1060;2018
16044;588;2018
16054;;2018
16409;659;2018
17164;1515;2018
16197;1327;2018
16292;1029;2018
16189;800;2018
17253;1290;2018
79152;1381;2018
16136;687;2018
17174;1231;2018
16194;889;2018
16023;1008;2018
16390;1773;2018
17313;1185;2018
16325;498;2018
79257;1300;2018
16400;1101;2018
16035;636;2018
16095;837;2018
17382;1142;2018
16373;;2018
17449;1552;2018
86220;870;2018
86255;940;2018
16155;;2018
17314;1415;2018
86136;2009;2018
17128;1324;2018
16031;1537;2018
86104;1209;2018
16273;;2018
17041;1590;2018
16396;985;2018
16027;;2018
17434;1561;2018
16002;907;2018
79106;498;2018
79205;553;2018
17457;1217;2018
16242;814;2018
16076;990;2018
16114;918;2018
17203;1471;2018
17057;1267;2018
17482;2178;2018
17293;1039;2018
17063;1025;2018
17292;1130;2018
17132;1237;2018
17322;1451;2018
17201;1595;2018
17320;1442;2018
17359;1120;2018
17080;1452;2018
17127;1567;2018
69028;3195;2018
17182;1697;2018
17480;2190;2018
17186;1449;2018
17338;1207;2018
17012;1298;2018
17396;1557;2018
17321;1116;2018
17246;1576;2018
17102;1518;2018
17397;1229;2018
17266;1482;2018
17053;1304;2018
17444;1827;2018
17252;1169;2018
17154;1188;2018
17171;1396;2018
17455;1464;2018
17085;1309;2018
17244;1603;2018
17214;1633;2018
17242;1415;2018
17278;1426;2018
17017;1107;2018
17134;1369;2018
17100;1417;2018
17030;1232;2018
17445;1355;2018
17441;1436;2018
17408;1364;2018
17011;1540;2018
17198;1688;2018
79046;1375;2018
79078;916;2018
17304;1187;2018
17042;1988;2018
17256;1071;2018
79112;1114;2018
79170;1314;2018
79298;1701;2018
17179;1267;2018
17147;1249;2018
79229;1186;2018
17374;1001;2018
17143;1217;2018
79254;647;2018
17395;1353;2018
79304;1343;2018
17462;1537;2018
79220;1098;2018
79009;1299;2018
17436;1324;2018
17400;1278;2018
79137;1348;2018
17289;1712;2018
80822;1185;2018
17044;1438;2018
17415;1694;2018
79335;1594;2018
17069;1360;2018
17070;1314;2018
17089;1398;2018
17412;1453;2018
17073;1556;2018
17191;1332;2018
17114;500;2018
17141;1622;2018
17211;867;2018
17150;764;2018
17383;928;2018
17195;983;2018
17180;805;2018
2A196;1559;2018
17206;700;2018
17416;;2018
16388;1545;2018
79198;959;2018
17450;940;2018
16275;948;2018
17422;1407;2018
42030;1200;2018
17481;1262;2018
16393;1283;2018
17149;;2018
16146;1579;2018
79346;1420;2018
17029;1461;2018
17117;704;2018
17471;443;2018
17367;1224;2018
16078;1436;2018
17467;813;2018
17464;1023;2018
17177;650;2018
2A104;1679;2018
17037;835;2018
17137;846;2018
16233;1278;2018
17301;817;2018
17138;672;2018
17440;1934;2018
16298;1252;2018
17478;1231;2018
16312;1253;2018
17361;1000;2018
16287;1457;2018
79085;659;2018
79055;;2018
17254;1146;2018
16093;1208;2018
79090;822;2018
79352;568;2018
16090;1051;2018
17477;803;2018
17157;1668;2018
79122;769;2018
79111;819;2018
17035;771;2018
17271;1261;2018
17025;938;2018
17087;;2018
16402;1195;2018
17046;1143;2018
17288;1148;2018
17451;803;2018
79142;1002;2018
17381;1333;2018
17071;1249;2018
17135;1024;2018
17401;;2018
17435;818;2018
16374;1361;2018
16271;1676;2018
16113;1418;2018
16210;974;2018
16358;1509;2018
16351;1205;2018
16019;1115;2018
16067;1089;2018
16370;1159;2018
16015;1419;2018
16422;1116;2018
16077;1458;2018
2A323;3019;2018
16379;978;2018
80213;2070;2018
16291;1305;2018
3131;986;2018
16269;1199;2018
16163;1223;2018
16120;1223;2018
16011;1224;2018
16168;949;2018
16055;1210;2018
16154;1373;2018
16123;1271;2018
16395;;2018
16199;1317;2018
16341;1339;2018
16226;1186;2018
16139;854;2018
16013;1531;2018
16012;1278;2018
16232;1510;2018
16003;1096;2018
16187;1369;2018
80767;1019;2018
16138;1537;2018
16234;722;2018
16121;956;2018
16026;1452;2018
16061;1298;2018
16385;1351;2018
17239;798;2018
16415;1596;2018
16352;855;2018
80280;1921;2018
16166;1415;2018
17283;1270;2018
16244;1340;2018
2B168;3411;2018
16418;1434;2018
16151;1464;2018
16323;868;2018
16280;1059;2018
16369;1077;2018
16169;2271;2018
16089;1544;2018
16060;1307;2018
17212;1225;2018
17023;947;2018
17398;1402;2018
17273;1202;2018
16277;893;2018
16097;1220;2018
16387;1249;2018
17126;927;2018
17418;1072;2018
17446;956;2018
16165;1223;2018
17115;950;2018
17026;1218;2018
16109;1203;2018
16340;1340;2018
17072;1049;2018
16193;1387;2018
16152;1170;2018
16359;1066;2018
16217;1422;2018
17235;1056;2018
16032;1989;2018
17031;810;2018
16220;1326;2018
17470;1073;2018
17223;1187;2018
17427;3333;2018
17067;853;2018
16102;1338;2018
17048;1014;2018
16145;1448;2018
16243;1294;2018
16218;1499;2018
2B034;3238;2018
16056;1158;2018
80191;1363;2018
16208;972;2018
2A204;;2018
16330;1419;2018
16088;1223;2018
16297;979;2018
60192;1497;2018
16018;1129;2018
16304;1716;2018
16058;1442;2018
80455;1020;2018
16349;1363;2018
17217;990;2018
16174;1252;2018
16366;1132;2018
16150;1385;2018
60215;1070;2018
2B084;2326;2018
2B010;3526;2018
2A141;;2018
2B156;;2018
2B007;1176;2018
2B112;1333;2018
2B296;;2018
2B097;2167;2018
2B165;;2018
2B199;3019;2018
2B231;9048;2018
2A100;;2018
2B361;4368;2018
80388;1278;2018
2B173;;2018
2B147;;2018
2B138;3820;2018
2B020;2800;2018
2B339;;2018
2B175;2174;2018
2B290;;2018
2B049;2929;2018
2B150;4509;2018
2B352;1791;2018
2B190;;2018
80524;1313;2018
2B047;789;2018
2B023;;2018
2A345;1494;2018
2B095;1210;2018
2B093;5044;2018
2B025;;2018
2B167;2560;2018
2B316;3505;2018
2A266;4813;2018
2B153;;2018
2A090;2850;2018
2A198;1158;2018
2A154;1058;2018
2A262;929;2018
2A259;863;2018
2A014;;2018
2A070;4276;2018
2A144;;2018
2A019;1224;2018
2A108;5919;2018
2A258;611;2018
2A203;3099;2018
80158;1000;2018
2A324;1374;2018
2A330;1797;2018
2A348;6227;2018
2A027;;2018
2B073;335;2018
2A209;2607;2018
2A240;;2018
3110;1326;2018
2A026;3137;2018
2A181;2367;2018
2A130;4115;2018
2A008;4518;2018
80646;;2018
2A064;;2018
2A312;1781;2018
2A326;2738;2018
2A001;4423;2018
2A017;3150;2018
2A295;911;2018
2A056;;2018
2A032;3667;2018
2A060;;2018
2A085;3856;2018
2A271;3092;2018
2A336;3953;2018
80777;652;2018
2A006;3376;2018
2A253;;2018
80746;1625;2018
80565;;2018
80582;1755;2018
80292;1112;2018
80424;2079;2018
80357;;2018
80702;2483;2018
80021;2186;2018
80050;1759;2018
80643;2386;2018
80157;1492;2018
80020;2430;2018
63387;1365;2018
80696;2062;2018
60127;1617;2018
80724;2031;2018
80408;522;2018
60121;1455;2018
80173;2068;2018
80698;500;2018
80334;1787;2018
80365;1296;2018
80791;2006;2018
80656;1605;2018
80730;1811;2018
80584;1457;2018
80819;1270;2018
80674;2079;2018
5131;;2018
80256;1965;2018
80166;1671;2018
80011;1727;2018
80164;1913;2018
80627;1604;2018
80782;1777;2018
80670;1371;2018
80639;1852;2018
80722;1883;2018
62093;1473;2018
80798;1660;2018
62855;1375;2018
80619;1422;2018
80754;1606;2018
80793;1604;2018
80261;2483;2018
80460;;2018
80489;2091;2018
80423;896;2018
80725;2106;2018
80566;1632;2018
80632;2196;2018
62715;1243;2018
80316;1775;2018
80792;1655;2018
80024;1810;2018
62117;931;2018
80718;1721;2018
80456;798;2018
80160;2280;2018
80690;2049;2018
80092;2103;2018
62909;922;2018
80397;1338;2018
62189;575;2018
62515;1482;2018
80401;1366;2018
80521;;2018
80378;;2018
80115;953;2018
80552;951;2018
62082;927;2018
80298;1000;2018
80538;817;2018
80156;;2018
80237;1389;2018
80693;1455;2018
80325;655;2018
80414;1583;2018
80376;2307;2018
80094;1991;2018
80412;1526;2018
80751;1272;2018
80338;1619;2018
80195;1351;2018
80162;980;2018
80409;;2018
80743;1045;2018
80432;792;2018
80159;1440;2018
80481;1041;2018
80112;1839;2018
80400;1572;2018
80680;1236;2018
80335;676;2018
80136;1086;2018
80367;972;2018
80035;;2018
80172;1209;2018
80186;990;2018
80405;1717;2018
80784;2040;2018
80342;1343;2018
80785;1878;2018
80507;1618;2018
80449;1068;2018
80295;995;2018
80246;2228;2018
80337;1214;2018
80247;1059;2018
80064;919;2018
80107;1760;2018
80264;1563;2018
80184;1212;2018
80131;1951;2018
80807;1231;2018
80304;1200;2018
80463;1531;2018
60348;1138;2018
80752;2230;2018
60292;1235;2018
80417;1161;2018
60499;1773;2018
80650;1741;2018
80411;1744;2018
80824;1932;2018
80530;1434;2018
60055;1205;2018
80181;1089;2018
80789;1150;2018
80634;1783;2018
6035;3699;2018
80036;1634;2018
80458;1848;2018
80242;1855;2018
80379;1921;2018
80593;1241;2018
80799;1782;2018
6096;;2018
80461;1320;2018
80814;1392;2018
80644;973;2018
80741;921;2018
80192;970;2018
80572;1501;2018
60132;635;2018
80569;319;2018
80774;1554;2018
80694;1434;2018
80769;1465;2018
60206;1586;2018
60150;1882;2018
60126;1679;2018
60488;1734;2018
60350;1740;2018
60379;1744;2018
80585;1061;2018
80103;;2018
60632;1550;2018
60381;1568;2018
60506;1212;2018
60657;1430;2018
80790;1028;2018
60676;1574;2018
60610;1378;2018
80139;1320;2018
60204;;2018
60511;1334;2018
80433;;2018
60258;1487;2018
80676;1156;2018
80669;1344;2018
60174;1292;2018
80230;1326;2018
60124;1924;2018
60198;1746;2018
60340;1378;2018
80811;932;2018
80542;1148;2018
80224;1252;2018
80683;;2018
60270;1605;2018
80473;947;2018
80279;1192;2018
60474;598;2018
80097;1354;2018
60362;880;2018
60263;1240;2018
60621;912;2018
80105;604;2018
60035;1434;2018
60011;2135;2018
80576;849;2018
60289;1402;2018
60053;1607;2018
60688;;2018
60567;1518;2018
80436;1274;2018
60484;1364;2018
60269;1379;2018
60646;1705;2018
60233;1589;2018
60073;1684;2018
80577;651;2018
60298;1491;2018
60131;1215;2018
80604;2019;2018
60057;1897;2018
60264;1898;2018
60029;2170;2018
80210;1404;2018
60428;1791;2018
60242;1489;2018
60622;1235;2018
60681;1679;2018
80525;1431;2018
60353;1809;2018
60697;1417;2018
60277;1731;2018
60304;848;2018
60472;1230;2018
60608;1388;2018
60178;1651;2018
60153;1430;2018
60477;1911;2018
60253;2133;2018
60314;1275;2018
60009;2058;2018
60026;1453;2018
60372;2191;2018
60591;1954;2018
60550;720;2018
60588;920;2018
60458;1653;2018
60387;1817;2018
60220;1543;2018
80273;1311;2018
80528;;2018
60633;1430;2018
60576;1862;2018
80352;2260;2018
60514;1235;2018
60161;952;2018
60552;2267;2018
60442;1714;2018
60623;1461;2018
60240;1208;2018
60397;871;2018
60703;2089;2018
80317;1304;2018
60180;1939;2018
60108;1835;2018
60335;;2018
60571;1520;2018
60310;2346;2018
60490;1781;2018
60629;847;2018
60303;1768;2018
80227;1053;2018
60275;1576;2018
60301;1637;2018
80402;;2018
80219;1593;2018
60590;1902;2018
60344;2666;2018
60077;1816;2018
80276;1566;2018
60295;1177;2018
60288;1616;2018
60639;2121;2018
60004;1572;2018
60586;1383;2018
60662;1563;2018
60604;1442;2018
60677;2156;2018
80083;1184;2018
60460;1798;2018
60205;988;2018
80179;1362;2018
60084;1215;2018
60286;1517;2018
60668;1764;2018
60583;1804;2018
60297;1000;2018
60136;1552;2018
60194;1238;2018
80079;1263;2018
80757;1181;2018
80301;1093;2018
80630;1200;2018
60315;1660;2018
80728;;2018
60388;2039;2018
60435;1790;2018
60628;1863;2018
60493;2031;2018
60365;1573;2018
60109;1880;2018
60523;1667;2018
60638;1981;2018
60107;2272;2018
60375;2158;2018
60175;1836;2018
60670;2413;2018
60562;2377;2018
60559;1900;2018
60463;1747;2018
60218;2330;2018
60065;2221;2018
60439;1867;2018
60539;2096;2018
60197;2139;2018
60042;2087;2018
60686;2673;2018
60462;2286;2018
60469;2189;2018
60210;1813;2018
60601;2003;2018
60589;2724;2018
60391;1960;2018
60651;1896;2018
60584;2471;2018
60568;1654;2018
60414;2006;2018
60451;1817;2018
60575;2197;2018
60684;2089;2018
60028;4457;2018
60504;2308;2018
60355;1783;2018
60635;2207;2018
60234;2226;2018
60669;2341;2018
60015;1749;2018
60170;3176;2018
60225;1674;2018
60022;2768;2018
60155;2266;2018
60044;1818;2018
80659;581;2018
60135;2037;2018
60464;2438;2018
60450;2344;2018
60056;;2018
60041;1958;2018
60454;1925;2018
60542;1772;2018
60393;1979;2018
60360;2041;2018
60313;2003;2018
60158;1307;2018
60040;2258;2018
60517;2270;2018
60103;2286;2018
60685;1967;2018
60342;2093;2018
60406;2557;2018
60157;1879;2018
60437;1252;2018
60173;1524;2018
60074;2184;2018
60317;1920;2018
60008;1883;2018
60307;1957;2018
60102;2200;2018
60700;1844;2018
60116;2067;2018
60612;3184;2018
60061;1165;2018
60007;2020;2018
60409;1909;2018
60247;1497;2018
60249;2429;2018
60366;1670;2018
60134;2313;2018
60012;2237;2018
60574;1917;2018
80493;1405;2018
80095;1411;2018
80059;1333;2018
80553;;2018
80045;832;2018
80645;1067;2018
80216;1443;2018
80426;1738;2018
80470;;2018
80562;1732;2018
80560;1263;2018
80540;1001;2018
80207;8000;2018
80047;799;2018
80418;731;2018
80615;1037;2018
80733;1440;2018
80314;1378;2018
80073;1093;2018
62777;842;2018
80198;1865;2018
80431;2358;2018
80753;;2018
80238;1496;2018
80138;1288;2018
80069;1250;2018
80066;;2018
80459;1266;2018
80766;1127;2018
80329;2264;2018
80640;1037;2018
80266;1265;2018
80624;1275;2018
80776;1614;2018
80661;1729;2018
80077;;2018
80550;;2018
80672;1548;2018
80420;;2018
80425;;2018
80065;1038;2018
80151;918;2018
80686;1756;2018
4229;1022;2018
80523;1512;2018
60248;1205;2018
80648;1133;2018
76423;1555;2018
62876;1285;2018
80003;1257;2018
80056;;2018
80038;1044;2018
80231;978;2018
80384;829;2018
80351;;2018
80547;;2018
80070;1109;2018
80350;1361;2018
80704;;2018
80429;1433;2018
80773;1416;2018
80028;;2018
80016;1453;2018
4041;1983;2018
80366;1195;2018
80626;1758;2018
80820;1535;2018
76623;1935;2018
27098;;2018
80281;1074;2018
76209;1405;2018
76035;2123;2018
76332;1232;2018
60405;1188;2018
76666;1277;2018
60296;1660;2018
60371;1531;2018
60306;2060;2018
60516;1630;2018
60687;1645;2018
60098;784;2018
60271;;2018
60599;;2018
60611;1624;2018
76312;1466;2018
76199;1270;2018
76411;1109;2018
60312;1145;2018
27010;916;2018
76218;648;2018
80340;1340;2018
60128;1133;2018
76537;843;2018
60592;1746;2018
60343;1971;2018
60049;;2018
60624;1410;2018
76505;1038;2018
60566;1418;2018
27405;1477;2018
60626;1845;2018
76344;1476;2018
80573;928;2018
76372;1206;2018
60217;1505;2018
60521;950;2018
60338;2170;2018
60347;1109;2018
60602;;2018
60076;863;2018
76345;1218;2018
76186;1065;2018
80324;;2018
76606;1014;2018
60699;1938;2018
76229;1251;2018
76260;1803;2018
76242;;2018
60164;1851;2018
76440;2101;2018
60219;1667;2018
60244;1657;2018
76208;2077;2018
60577;1525;2018
60444;985;2018
60214;1712;2018
60545;943;2018
76048;1987;2018
76450;1446;2018
60594;1590;2018
76381;1470;2018
60114;1607;2018
60661;1934;2018
60579;2811;2018
80165;976;2018
60260;2161;2018
60067;2049;2018
60203;2655;2018
60083;1938;2018
2644;1492;2018
60618;1541;2018
60066;2408;2018
60176;2527;2018
60272;2059;2018
60279;2667;2018
60561;8750;2018
60027;3026;2018
60481;2089;2018
60643;1861;2018
60231;2144;2018
60274;1697;2018
60216;1833;2018
2232;;2018
60200;1707;2018
60491;2114;2018
60456;1610;2018
60111;;2018
60374;1544;2018
80595;947;2018
60515;1853;2018
80628;1475;2018
60556;621;2018
80049;1471;2018
60702;959;2018
60014;1615;2018
80132;1734;2018
80805;1341;2018
60418;2032;2018
60466;1681;2018
80561;1430;2018
60526;1614;2018
80326;;2018
80729;1615;2018
80545;1473;2018
60201;1429;2018
60364;1705;2018
80121;1479;2018
60186;1657;2018
80541;1746;2018
80390;1329;2018
80571;1823;2018
80174;1663;2018
80037;1010;2018
60585;1774;2018
80499;;2018
60416;1740;2018
60232;1844;2018
80504;1466;2018
80662;1381;2018
80220;1768;2018
76527;1357;2018
80732;1055;2018
80809;1178;2018
80126;1497;2018
80586;1393;2018
80251;1323;2018
80578;1460;2018
80591;931;2018
80518;1273;2018
80343;962;2018
80084;1497;2018
80775;1304;2018
80354;967;2018
76154;686;2018
80061;2003;2018
80004;1239;2018
80703;913;2018
76460;1176;2018
80575;;2018
76233;924;2018
80196;;2018
76363;1224;2018
80190;960;2018
80076;1741;2018
80120;1116;2018
80183;1083;2018
80446;1253;2018
80764;1552;2018
80587;;2018
80362;955;2018
80008;1171;2018
76612;1198;2018
80592;1188;2018
80606;997;2018
80765;1277;2018
76520;1015;2018
80663;1162;2018
80048;858;2018
80022;655;2018
80655;1072;2018
80328;1258;2018
80828;1357;2018
80145;1330;2018
80735;1673;2018
80372;1086;2018
80026;;2018
80355;;2018
80444;1356;2018
80143;;2018
80019;1127;2018
80535;1533;2018
80200;1628;2018
80711;827;2018
80607;1817;2018
80736;1262;2018
80093;1233;2018
80778;1072;2018
80262;1305;2018
80380;931;2018
80341;2066;2018
80130;1792;2018
80795;1123;2018
80800;1193;2018
80137;1376;2018
80744;;2018
80486;1335;2018
80574;860;2018
80100;1398;2018
80117;1867;2018
80296;942;2018
80356;319;2018
80089;1370;2018
80466;1002;2018
80013;1136;2018
80783;;2018
80635;1170;2018
80046;;2018
80836;2087;2018
80443;1027;2018
80488;1657;2018
80559;1220;2018
80484;1116;2018
80288;1180;2018
80738;1395;2018
80119;1233;2018
80821;1227;2018
80482;1499;2018
80051;1164;2018
80090;;2018
80081;3418;2018
80476;1333;2018
80554;1525;2018
80673;708;2018
80416;1528;2018
80531;452;2018
80282;1313;2018
80041;1741;2018
80512;1618;2018
80709;957;2018
80259;1139;2018
80622;1181;2018
80009;1275;2018
80305;1883;2018
80135;669;2018
80297;;2018
80406;1065;2018
80229;1086;2018
80361;833;2018
80142;1637;2018
80241;1423;2018
80205;1184;2018
80706;1182;2018
80318;1249;2018
80529;;2018
80082;1817;2018
80187;1440;2018
80268;1378;2018
60513;2819;2018
60010;2326;2018
60185;2231;2018
60259;2284;2018
60695;3523;2018
60452;2377;2018
60309;1909;2018
60411;2462;2018
60436;;2018
80080;882;2018
80294;;2018
80620;1232;2018
80017;1158;2018
80474;1024;2018
80568;837;2018
80054;1940;2018
80621;1313;2018
80154;650;2018
80199;1123;2018
80647;1211;2018
80313;1040;2018
80829;;2018
80801;1788;2018
80033;;2018
80002;942;2018
80240;1028;2018
80616;1364;2018
80353;;2018
80638;664;2018
80267;;2018
80430;751;2018
80034;936;2018
60085;;2018
80701;1413;2018
80300;1117;2018
80536;1382;2018
80141;1080;2018
60627;1200;2018
60653;1643;2018
80758;1113;2018
60595;1410;2018
80668;4000;2018
60251;2274;2018
60701;1462;2018
60133;1467;2018
60535;1563;2018
60265;1570;2018
80188;1485;2018
80494;1371;2018
60017;1434;2018
80452;1551;2018
60457;1625;2018
60104;1472;2018
80657;1503;2018
60252;1860;2018
60283;;2018
60115;1823;2018
80681;1433;2018
60183;3275;2018
80299;1878;2018
60237;;2018
60390;1452;2018
60425;1525;2018
60486;1582;2018
60299;1402;2018
60034;1622;2018
60003;1773;2018
80193;1668;2018
60268;1144;2018
80407;4093;2018
60663;2074;2018
80583;2900;2018
60113;;2018
80285;1961;2018
80558;1503;2018
80403;1711;2018
60522;1530;2018
60082;1499;2018
60199;1377;2018
80339;1073;2018
60536;2408;2018
60222;1431;2018
80387;2072;2018
60565;1332;2018
80675;1467;2018
80717;1783;2018
80469;819;2018
80214;789;2018
80291;1334;2018
60399;1122;2018
60555;463;2018
60123;1428;2018
60544;1685;2018
80611;1443;2018
60573;1374;2018
80321;1202;2018
60400;1327;2018
80114;1509;2018
80349;1507;2018
80211;1482;2018
60461;2454;2018
60520;2186;2018
60230;1849;2018
60518;1307;2018
42049;912;2018
60075;877;2018
60581;1570;2018
60163;1398;2018
60664;1637;2018
60648;;2018
60208;2041;2018
60512;1756;2018
60361;1778;2018
60598;2171;2018
60652;1955;2018
60239;1905;2018
60401;2423;2018
60570;2144;2018
60140;2937;2018
60211;1613;2018
60630;1810;2018
27199;1533;2018
60528;1696;2018
60162;2033;2018
27682;2011;2018
60395;2153;2018
95541;2038;2018
60235;1852;2018
27533;1950;2018
27153;1654;2018
60089;1981;2018
60143;2116;2018
27614;1358;2018
60327;2028;2018
60659;2108;2018
60063;2371;2018
60285;1527;2018
60644;2240;2018
60420;2247;2018
60322;2258;2018
27284;2166;2018
60078;1317;2018
60257;2131;2018
60195;2190;2018
60645;1667;2018
60030;1547;2018
60510;2028;2018
60370;2174;2018
27067;2020;2018
60316;2044;2018
60620;2912;2018
60331;2165;2018
60616;1554;2018
27059;2068;2018
60228;1646;2018
60165;2351;2018
27426;2093;2018
27324;1517;2018
60321;2345;2018
60002;2080;2018
60640;3684;2018
60427;2207;2018
60367;1629;2018
60196;1795;2018
27304;2811;2018
60487;2483;2018
60412;2865;2018
95119;2888;2018
60368;1970;2018
60378;1682;2018
60534;1832;2018
60423;1804;2018
60501;2057;2018
60147;1765;2018
60636;1830;2018
60674;2011;2018
60569;1949;2018
60582;1911;2018
60537;1734;2018
60273;2158;2018
60119;1732;2018
60043;1448;2018
60064;1791;2018
60392;2187;2018
60166;1776;2018
60654;2468;2018
60647;1760;2018
60382;2468;2018
60159;2386;2018
60373;1908;2018
80347;423;2018
60151;2205;2018
80023;1098;2018
60508;2639;2018
60563;2380;2018
60019;1811;2018
60424;2141;2018
80708;;2018
60440;1812;2018
80116;1166;2018
60149;2257;2018
80823;1467;2018
60099;2924;2018
80032;652;2018
60558;1836;2018
60329;1573;2018
60553;;2018
60100;2736;2018
80383;881;2018
80302;;2018
60223;1930;2018
80520;950;2018
80233;984;2018
80395;1100;2018
80074;;2018
60560;2587;2018
80803;1212;2018
80263;1247;2018
80278;;2018
60024;2099;2018
80311;1293;2018
60383;1316;2018
60434;1778;2018
60675;1474;2018
60447;2494;2018
60261;2449;2018
80236;1353;2018
80678;1578;2018
80467;604;2018
60281;1634;2018
80232;1183;2018
60402;2468;2018
60578;2088;2018
60284;2139;2018
60045;3015;2018
60048;1662;2018
60531;1795;2018
80320;1230;2018
80652;1308;2018
60415;2212;2018
60023;2078;2018
60160;1554;2018
80415;1400;2018
60449;2488;2018
60665;2221;2018
80623;1117;2018
60541;2322;2018
80517;1287;2018
60459;1460;2018
60509;2206;2018
60394;1395;2018
60325;2051;2018
60396;1914;2018
80067;2080;2018
80478;584;2018
80306;690;2018
60138;3374;2018
60369;1813;2018
60308;1885;2018
60483;1653;2018
60254;1972;2018
80453;1351;2018
60071;1567;2018
80031;1358;2018
3004;708;2018
80101;1229;2018
80617;1037;2018
60538;2009;2018
60351;1678;2018
60337;2412;2018
60441;2150;2018
60533;1864;2018
60408;2168;2018
80685;1478;2018
71434;1543;2018
60191;1378;2018
80358;2560;2018
60667;2131;2018
60650;2090;2018
60050;2177;2018
4245;2142;2018
60318;2034;2018
42273;2271;2018
42300;1276;2018
42236;1663;2018
71077;652;2018
50403;1961;2018
71060;1065;2018
71123;815;2018
42257;820;2018
42163;1119;2018
42127;1509;2018
42016;1265;2018
42177;1237;2018
42052;1356;2018
42317;926;2018
71561;882;2018
